Urdu,Roman-Urdu
ﻗﺎﺋﺪ,KAYD
ﮐﻬﺎﻧﮯ,KHANE
ﺗﺒﺪﯾﻠﯽ,TBDYLY
ﺗﻴﻞ,TYL
ﻣﺸﺘﻤﻞ,MSHTML
رﮨﺘﺎ,RHTA
از,AZ
ﻣﻘﺪار,MKDAR
ﻣﻠﮑﻮں,MLKON
ﻋﺎﻟﻢ,AALM
ﻋﻮرت,AORT
ﺁﺋﻨﺪﮦ,AAYNDH
دوﺳﺮا,DOSRA
ﺑﻬﭩﻮ,BHTO
ﻃﺮﯾﻘہ,TRYKH
ﻓﻠﻤﻮں,FLMON
ﺑﻴﻦ اﻻﻗﻮاﻣﯽ,BYN ALAKOAMY
ﺑﺎﻗﯽ,BAKY
ﻗﺪر,KDR
ﺁﭘﺮﯾﺸﻦ,AAPRYSHN
ﺻﺒﺢ,SBH
ﻓﭧ,FT
ﮨﻤﺎرا,HMARA
ﺻﺤﻴﺢ,SHYH
اﻟﺰام,ALZAM
وﻓﺎﻗﯽ,OFAKY
ﺣﺎﻟﺖ,HALT
دﯾﮑﻬﻨﮯ,DYKHNE
ﺗﻌﻠﻴﻤﯽ,TALYMY
ﭘﮍے,PRE
ﺁر,AAR
ﻓﻮن,FON
ﭨﻴﮑﺲ,TYKS
ﺑﺠﻠﯽ,BJLY
ﺣﻴﺪر,HYDR
ﻓﺮوﺧﺖ,FROKHT
ﻣﺬاﮐﺮات,MZAKRAT
ﺑﻬﺮﭘﻮر,BHRPOR
ﻣﺜﻼ,MSLA
ﺧﻂ,KHT
ﻧﻮاز,NOAZ
ﺧﺎﻧﺪان,KHANDAN
اﭼﻬﮯ,ACHHE
ﺧﺎرﺟہ,KHARJH
ﻣﻨﺘﺨﺐ,MNTKHB
ﻟﮕﮯ,LGE
ﻣﺤﻔﻮظ,MHFOZ
ﮐﻨﭩﺮول,KNTROL
رﺳﻮل,RSOL
ﻣﻈﺎﮨﺮﮦ,MZAHRH
ﺣﮑﻢ,HKM
اﺗﻨﺎ,ATNA
ﺗﻌﺎون,TAAON
داﺧﻞ,DAKHL
ﻧﺘﻴﺠﮯ,NTYJE
ﭘﺘہ,PTH
ﺧﻮن,KHON
دﯾﺘﯽ,DYTY
ﺷﺎﻋﺮ,SHAAR
ﺑﺤﺎﻟﯽ,BHALY
ﻧﻮﺟﻮان,NOJOAN
رﮐﻦ,RKN
ﻣﺎں,MAN
ﻣﺴﺘﻘﺒﻞ,MSTKBL
ﺳﻦ,SN
ﺧﺪﻣﺎت,KHDMAT
ﻓﻴﺼﻠﮯ,FYSLE
ون,ON
ﺑﻴﻤﺎری,BYMARY
ﻓﺮﻣﺎﯾﺎ,FRMAYA
ﮐﻴﺴﮯ,KYSE
ﺷﺎﯾﺪ,SHAYD
رﮨﻨﻤﺎ,RHNMA
ﺳﺎﺋﻨﺲ,SAYNS
ﻟﻴﺘﮯ,LYTE
ﺗﺒﺪﯾﻞ,TBDYL
ﺗﺤﺼﻴﻞ,THSYL
دوﺑﺎرﮦ,DOBARH
ﭨﺎؤن,TAON
ﮨﻔﺘﮯ,HFTE
ﻗﻴﺎدت,KYADT
ﭘﺎﻟﻴﺴﯽ,PALYSY
ﺣﻘﻴﻘﺖ,HKYKT
اﺛﺮ,ASR
ﭼﻴﻦ,CHYN
ﻣﺎﮨﺮﯾﻦ,MAHRYN
ﻏﻠﻂ,GHLT
اﭘﻮزﯾﺸﻦ,APOZYSHN
ﻓﻴﺼﻞ,FYSL
ﺗﺎزﮦ,TAZH
ﻏﺮﯾﺐ,GHRYB
ﻣﻌﺎﺷﺮے,MAASHRE
ﺳﺎﻣﻨﺎ,SAMNA
دهﻤﺎﮐہ,DHMAKH
ﺑﻢ,BM
ﻓﺮوغ,FROGH
درﺳﺖ,DRST
ﺁﺧﺮ,AAKHR
داری,DARY
زرﻋﯽ,ZRAY
ﺷﻤﺎر,SHMAR
ﺑﺮاﺑﺮ,BRABR
ذﮐﺮ,ZKR
ﭼﻬﻮڑ,CHHOR
ﺧﺪﻣﺖ,KHDMT
ﺟﺎﺋﺰﮦ,JAYZH
ﻧﺎﺋﺐ,NAYB
ﮐﻦ,KN
اﺻﻞ,ASL
ﺻﺎف,SAF
ﻃﮯ,TE
زور,ZOR
ادب,ADB
ﻓﺎﺋﻨﻞ,FAYNL
ﮐﺎﻻ,KALA
ﯾﻘﻴﻦ,YKYN
ﺑﺎﻟﯽ,BALY
روڈ,ROD
ﺷﺎﮨﺪ,SHAHD
اﻣﻴﺪ,AMYD
ﺻﻨﻌﺖ,SNAT
ﻋﻤﻠﯽ,AMLY
ﮨﺎﮐﯽ,HAKY
ﻣﻄﺎﻟﺒہ,MTALBH
وﮐﭧ,OKT
ﭼﻼ,CHLA
اﻧﺘﺨﺎب,ANTKHAB
ﭼﻴﻒ,CHYF
اﺣﺴﺎس,AHSAS
ﻣﺸﺮق,MSHRK
ﻣﻮﺳﻴﻘﯽ,MOSYKY
ﻧﻤﺎﺋﻨﺪﮦ,NMAYNDH
ﺗﻴﺰ,TYZ
وﻃﻦ,OTN
دوده,DODH
ﺗﻨﻈﻴﻢ,TNZYM
ﻣﻮﺳﻢ,MOSM
ﺷﻌﺒہ,SHABH
ﺧﺮچ,KHRCH
ﮨﺎﺗﻬﻮں,HATHON
ﺧﺎﻟﺪ,KHALD
ﻣﻠﻴﻦ,MLYN
ﺣﻤﺎﯾﺖ,HMAYT
ﺷﮑﺴﺖ,SHKST
ﮐﻬﻴﻠﻮں,KHYLON
ﻧﻤﺎز,NMAZ
ﻣﻘﺎﺑﻠﮯ,MKABLE
ﺗﺮﺑﻴﺖ,TRBYT
ﺗﺼﻮر,TSOR
ﺳﭙﺮ,SPR
ﭼﻨﺎﻧﭽہ,CHNANCHH
واﻗﻌﺎت,OAKAAT
رﺿﺎ,RZA
وﮨﯽ,OHY
رﮨﺘﯽ,RHTY
اﺳﮑﻮل,ASKOL
ﻣﻌﻴﺎر,MAYAR
اﮐﺮم,AKRM
ﺁزادی,AAZADY
ﻣﺜﺎل,MSAL
ﺷﺎﻋﺮی,SHAARY
ﻧﻤﺎﯾﺎں,NMAYAN
ﻋﻈﻴﻢ,AZYM
ﺧﻮﺑﺼﻮرت,KHOBSORT
ﺳﻮچ,SOCH
ﻧﻴﭧ,NYT
ﻣﻠﻨﮯ,MLNE
ذﻣہ دار,ZMH DAR
ﻃﺮﯾﻘﮯ,TRYKE
ﯾﻮﻧﻴﻦ,YONYN
دﯾﻦ,DYN
ﺳﺮدار,SRDAR
اﯾﻞ,AYL
ﺳﺒﺐ,SBB
ﺑﺮﻃﺎﻧﻮی,BRTANOY
ﺳﮑﺎ,SKA
ﻣﻠﯽ,MLY
ﺑﺮﺁﻣﺪ,BRAAMD
دورے,DORE
ﺷﮑﻞ,SHKL
ﻃﻠﺒہ,TLBH
دﺑﺎؤ,DBAO
راﺑﻄہ,RABTH
ﭼﺎﮨﺘﺎ,CHAHTA
ﺗﺠﺎرت,TJART
ﺣﻤﻠہ,HMLH
اﺣﺘﺠﺎج,AHTJAJ
ﺳﺎری,SARY
ﺑﻠﻨﺪ,BLND
ﭘﺎﺋﯽ,PAYY
واﻟﺪ,OALD
دﯾﺮ,DYR
ﺳﻤﺎﺟﯽ,SMAJY
رﯾﮑﺎرڈ,RYKARD
ﻣﺎﻟﯽ,MALY
ﺗﻼش,TLASH
ﻣﻨﻈﻮر,MNZOR
اﺛﺮات,ASRAT
ڈال,DAL
ﺿﻠﻌﯽ,ZLAY
اﮨﺘﻤﺎم,AHTMAM
ﺁدﻣﯽ,AADMY
ﭘﮍا,PRA
ﺻﻮﺑہ,SOBH
ﺁﺋﻴﮟ,AAYYN
ﻗﺒﻮل,KBOL
ﻧﻴﭽﮯ,NYCHE
ﻣﺤﮑﻤہ,MHKMH
ﭘﮍﺗﺎ,PRTA
ﻣﺤﺾ,MHZ
اﯾﻨﮉ,AYND
ﮔﻮرﻧﺮ,GORNR
روزﮦ,ROZH
وﺳﺎﺋﻞ,OSAYL
ﻣﺮﯾﺾ,MRYZ
اﻟﮓ,ALG
ﮔﻬﻨﭩﮯ,GHNTE
ﻣﺴﻠﺴﻞ,MSLSL
رن,RN
ﻋﺮاﻗﯽ,ARAKY
ﺁﻧﮑﻬﻮں,AANKHON
ﺗﺤﺮﯾﺮ,THRYR
ﻣﻌﺎﻣﻼت,MAAMLAT
ﺳﭻ,SCH
ﻓﺮاﮨﻤﯽ,FRAHMY
ﺗﺒﺎﮦ,TBAH
ڈے,DE
ﺧﺒﺮ,KHBR
ﻣﺬﮨﺒﯽ,MZHBY
ﺳﺎ,SA
ﻣﺎﺿﯽ,MAZY
ﻃﻮﯾﻞ,TOYL
وﺳﻄﯽ,OSTY
اﺗﺤﺎد,ATHAD
ﻣﺴﺠﺪ,MSJD
ﺑﭽہ,BCHH
اﻋﺘﻤﺎد,AATMAD
ﻣﻨﺎﺳﺐ,MNASB
ﺧﻮاﮨﺶ,KHOAHSH
دﻓﺘﺮ,DFTR
اپ,AP
ﻣﺎﺣﻮل,MAHOL
اوﭘﺮ,AOPR
ذﯾﻞ,ZYL
ﻣﺠﻤﻮﻋﯽ,MJMOAY
ﮨﺴﭙﺘﺎل,HSPTAL
ﺧﻮاﺟہ,KHOAJH
ﺳﻨﮕﻬ,SNGH
ﻓﻨﮑﺎر,FNKAR
ﻓﺘﺢ,FTH
ﺁﭨﻬ,AATH
ﮐﺎروﺑﺎر,KAROBAR
ﻣﻴﺮان,MYRAN
ﻣﺠﻠﺲ,MJLS
ﻣﺸﮑﻼت,MSHKLAT
ﭼﻮﻧﮑہ,CHONKH
اﻣﻴﺮ,AMYR
درد,DRD
ﮐﻮچ,KOCH
ﻗﺒﺎﺋﻠﯽ,KBAYLY
ﭘﺮﯾﺲ,PRYS
ﻟﮕﺘﺎ,LGTA
رﮐﻬﯽ,RKHY
ﺳﻌﻮدی,SAODY
ﻧﻴﺸﻨﻞ,NYSHNL
ﻏﺎﻟﺐ,GHALB
ﻣﻨﺼﻮﺑﮯ,MNSOBE
رﯾﺎﺳﺖ,RYAST
ذﮨﻦ,ZHN
روﺷﻨﯽ,ROSHNY
ڈراﻣہ,DRAMH
دﻟﭽﺴﭙﯽ,DLCHSPY
رﺳﺪ,RSD
ﺳﻌﻴﺪ,SAYD
ﭼﻠﮯ,CHLE
اﺧﺮاﺟﺎت,AKHRAJAT
ﻣﺎر,MAR
ﺳﺎﺋﭧ,SAYT
ووٹ,OOT
واﻗﻌہ,OAKAH
ﺑﺠﮯ,BJE
ﺗﺠﻮﯾﺰ,TJOYZ
ﮔﻮرﻧﻤﻨﭧ,GORNMNT
ﺗﺎ,TA
دوﻟﺖ,DOLT
ﻋﻮاﻣﯽ,AOAMY
ﻣﻨﭧ,MNT
ﻗﺎﻧﻮﻧﯽ,KANONY
زﻧﺪﮦ,ZNDH
ﻧﺘﻴﺠہ,NTYJH
ورﻟﮉ,ORLD
ﭼﮩﺮے,CHHRE
ﮐﺮﻧﯽ,KRNY
اﻧﻴﺲ,ANYS
ﺳﺮﮔﺮﻣﻴﻮں,SRGRMYON
ﺗﺤﻔﻆ,THFZ
اوﻗﺎت,AOKAT
ﭘﮩﻨﭽﺎ,PHNCHA
ﮐﻴﻤﭗ,KYMP
دﮐﻬﺎﺋﯽ,DKHAYY
ﻗﻮت,KOT
ﮨﺰاروں,HZARON
ﻋﻼﻗہ,ALAKH
اﺳﭩﺎف,ASTAF
ﻣﻤﺘﺎز,MMTAZ
ﻓﺮق,FRK
اﻧﻨﮕﺰ,ANNGZ
رﮐﻬﮯ,RKHE
ﺟﻬﻮٹ,JHOT
ﮔﺎؤں,GAON
ﻧﮩﺎﯾﺖ,NHAYT
ﭘﻮزﯾﺸﻦ,POZYSHN
اﺿﺎﻓﮯ,AZAFE
ﺑﻨﻨﮯ,BNNE
ﺧﻮﺷﯽ,KHOSHY
ﺳﺮوس,SROS
ﻋﺎﺋﺪ,AAYD
ﻟﮓ,LG
ﺳﻤﺠﻬ,SMJH
ﮐﺮدﮦ,KRDH
ﻣﺸﺘﺮﮐہ,MSHTRKH
ﺷﮩﺮوں,SHHRON
ﻗﻴﻤﺘﻮں,KYMTON
درﺧﻮاﺳﺖ,DRKHOAST
ﺷﺪت,SHDT
ﻣﻌﻴﺸﺖ,MAYSHT
اﮔﺮﭼہ,AGRCHH
اﻟﻄﺎف,ALTAF
ﮐﻤﭙﻨﯽ,KMPNY
ﮐﻤﻴﺸﻦ,KMYSHN
رﮐﻬﻴﮟ,RKHYN
ﺑﺎل,BAL
رواﻧہ,ROANH
ﮐﻼم,KLAM
ﻣﻴﺪان,MYDAN
ﺳﺮﮔﺮم,SRGRM
ﻗﺪم,KDM
ﺷﮩﺮی,SHHRY
اﻧﺪازﮦ,ANDAZH
ﻧﺘﺎﺋﺞ,NTAYJ
اﻧﺘﻈﺎﻣﻴہ,ANTZAMYH
ﺗﺒﺎﮨﯽ,TBAHY
ﺷﮯ,SHE
ﺳﭩﯽ,STY
ﻓﮑﺮ,FKR
ﮐﭗ,KP
ﺣﻴﺎت,HYAT
ﺟﻴﺴﺎ,JYSA
ﺟﻤﺎﻋﺘﻮں,JMAATON
ﻃﺎﻟﺐ,TALB
ﺗﻔﺼﻴﻼت,TFSYLAT
ﭨﻴﻠﯽ,TYLY
ﺑﻴﺲ,BYS
ﺟﻨﮩﻮں,JNHON
ﻗﻮاﻧﻴﻦ,KOANYN
ﺁﺋﻴﻦ,AAYYN
ﺗﺸﺪد,TSHDD
ﻣﻴﮉﯾﺎ,MYDYA
ﺧﻮش,KHOSH
ﻋﺪم,ADM
ﻣﺎل,MAL
ﻟﮕﺎﯾﺎ,LGAYA
ﻣﻈﻔﺮ,MZFR
ﮐﻴﮟ,KYN
ﻣﺠﻬ,MJH
ﻣﺸﮩﻮر,MSHHOR
دﻋﺎ,DAA
ﮔﻞ,GL
ﻣﺎرﮐﻴﭧ,MARKYT
ﺑﻴﺮوﻧﯽ,BYRONY
اﺳﺎﺗﺬﮦ,ASATZH
ﻣﺮض,MRZ
ﮔﻴﺲ,GYS
ﺗﺠﺎرﺗﯽ,TJARTY
اﺗﻔﺎق,ATFAK
اﻧﺠﺎم,ANJAM
ﮐﻮرٹ,KORT
ﮔﺮم,GRM
اﯾﭻ,AYCH
ﻣﻠﺰم,MLZM
ﻧﮑﻞ,NKL
ادﺑﯽ,ADBY
ﻣﻘﺎﺑﻠہ,MKABLH
ﺷﻌﺒﮯ,SHABE
ﮔﻬﺮوں,GHRON
ﻣﻘﺎم,MKAM
ڈاﺋﺮﯾﮑﭩﺮ,DAYRYKTR
ﮔﺎڑی,GARY
ﮔﺮد,GRD
ﻣﻐﺮﺑﯽ,MGHRBY
ذﮨﻨﯽ,ZHNY
زﺑﺎﻧﻮں,ZBANON
ﮐﺮاﺋﻴﮟ,KRAYYN
ﻣﺴﺌﻠﮯ,MSYLE
راﻧﺎ,RANA
ﻣﻴﮉﯾﮑﻞ,MYDYKL
ﺟﻤﮩﻮرﯾﺖ,JMHORYT
اﮨﻞ,AHL
ﺗﻴﺰی,TYZY
ﮐﻤﭙﻨﻴﺎں,KMPNYAN
ﮐﮩﺎں,KHAN
ذاﺗﯽ,ZATY
ﺧﻮراک,KHORAK
اﺳﭙﺘﺎل,ASPTAL
ﮐﻴﻮ,KYO
وزارت,OZART
ﺧﺎﺗﻮن,KHATON
ﺧﺮاب,KHRAB
رﮐﻬﺘﺎ,RKHTA
ﮐﻤﭙﻴﻮﭨﺮ,KMPYOTR
اﻃﻼﻋﺎت,ATLAAAT
ﺷﺮﯾﮏ,SHRYK
ﻧﺎﮐﺎم,NAKAM
ﻧﻮر,NOR
ﺗﺤﻘﻴﻖ,THKYK
ﻣﻘﺼﺪ,MKSD
اﻓﻐﺎن,AFGHAN
ﺑﻨﮯ,BNE
ﺣﻀﻮر,HZOR
ﺻﺪارت,SDART
ﺳﺮﻣﺎﯾہ ﮐﺎری,SRMAYH KARY
رﯾﻠﻴﻒ,RYLYF
ﺳﻠﻴﻢ,SLYM
ﺗﺴﻠﻴﻢ,TSLYM
اﭘﻴﻞ,APYL
رﮐﻬﻨﺎ,RKHNA
ﻣﻴﭽﻮں,MYCHON
ﺑﻨﺎﺋﯽ,BNAYY
ﻣﻨہ,MNH
ﺣﺼﻮل,HSOL
ذرﯾﻌہ,ZRYAH
ﻟﻴﻨﮉ,LYND
ﺟﺴﭩﺲ,JSTS
ادارﮦ,ADARH
ﺑﺮادری,BRADRY
ﺧﻴﺎﻻت,KHYALAT
اﻧﭩﺮﻧﻴﺸﻨﻞ,ANTRNYSHNL
ادهﺮ,ADHR
اﻣﺮ,AMR
اﺑﺘﺪاﺋﯽ,ABTDAYY
ﮐﮩﺎﻧﯽ,KHANY
ﺣﺎﻣﻞ,HAML
ﻣﺮد,MRD
ﭘﺎﯾﺎ,PAYA
ﭘﻴﭽﻬﮯ,PYCHHE
ﻋﻼﻣہ,ALAMH
ﻣﮩﻢ,MHM
ﻟﮍﮐﺎ,LRKA
ﮐﻠﻮ,KLO
ﭨﺮﯾﻔﮏ,TRYFK
ﺟﻨﺲ,JNS
ﺑﺤﺚ,BHS
ﭨﻴﮑﻨﺎﻟﻮﺟﯽ,TYKNALOJY
ﻃﺎرق,TARK
ﻟﮑﻬﺎ,LKHA
اﻟﻔﺎظ,ALFAZ
ﭼﻬﻮﭨﯽ,CHHOTY
اﻓﺴﺮان,AFSRAN
ﭨﻬﻴﮏ,THYK
اﮔﻠﮯ,AGLE
ﺑﻴﭩﮯ,BYTE
ﭨﻴﭗ,TYP
اﭨﻬﺎ,ATHA
ﻣﻌﺎﻣﻠﮯ,MAAMLE
ﮐﺮاﺋﮯ,KRAYE
ﻣﺴﺘﺮد,MSTRD
ﻣﺼﺮوف,MSROF
ﺑﺮاﺋﮯ,BRAYE
ﺁگ,AAG
ﺣﮑﻮﻣﺘﯽ,HKOMTY
ﻋﻮرﺗﻮں,AORTON
ﺳﺎﻻﻧہ,SALANH
ﭼﻴﻨﯽ,CHYNY
ﻃﺎﻟﺒﺎت,TALBAT
اﻋﺰاز,AAZAZ
ﺻﺪﯾﻘﯽ,SDYKY
ﺗﺮﻗﻴﺎﺗﯽ,TRKYATY
ﻧﻘﺸہ,NKSHH
اﻣﻮر,AMOR
ﻓﺎﺋﺮﻧﮓ,FAYRNG
رﭘﻮرﭨﺮ,RPORTR
ﮐﺮﯾﻢ,KRYM
ﭨﻮرﻧﺎﻣﻨﭧ,TORNAMNT
ﻣﻌﻠﻮﻣﺎت,MALOMAT
اﺑﻮ,ABO
ﺗﺮﺟﻤﺎن,TRJMAN
ﺳﺎرے,SARE
ﮔﻮل,GOL
ﺿﻤﻦ,ZMN
دﻓﻌہ,DFAH
راﺳﺘﮯ,RASTE
ﻣﻮﻗﻒ,MOKF
ﻣﺜﺒﺖ,MSBT
دﮨﻠﯽ,DHLY
ﻇﻔﺮ,ZFR
ﺟﮯ,JE
وﺳﻴﻊ,OSYA
ﯾﻮ,YO
زﯾﺎدﮦ ﺗﺮ,ZYADH TR
ﻏﻴﺮت,GHYRT
ﻣﮩﻴﺎ,MHYA
ﭘﺎﺋﮯ,PAYE
ﮔﺮ,GR
ﻣﺘﻌﺪد,MTADD
ﺗﻨﻘﻴﺪ,TNKYD
ﻣﻨﺘﻘﻞ,MNTKL
ﭘﮩﻨﭽﮯ,PHNCHE
رﮨﻨﻤﺎؤں,RHNMAON
ﺁﺳﺎن,AASAN
ﺟﻴﻞ,JYL
ﻣﮩﻤﺎن,MHMAN
ﻣﺮﮐﺰ,MRKZ
ﻣﻌﺮوف,MAROF
ﺗﺸﮑﻴﻞ,TSHKYL
ﮐﻬﻴﻠﻨﮯ,KHYLNE
اﻧﮑﺎر,ANKAR
ﺳﮑﯽ,SKY
ﻣﻄﻠﺐ,MTLB
ﮐﻬﺎﻧﺎ,KHANA
ﻣﻮﺿﻮع,MOZOA
ﭘﻴﺪاﺋﺶ,PYDAYSH
دﯾﻨﯽ,DYNY
دار,DAR
ڈوب,DOB
ﺟﻨﮩﻴﮟ,JNHYN
ﮐﺮو,KRO
اﻗﺘﺪار,AKTDAR
ﺣﺎﺟﯽ,HAJY
ﻗﺮﯾﺸﯽ,KRYSHY
ﺑﻨﮏ,BNK
ﻣﻨﺼﻮﺑہ,MNSOBH
ﺿﻴﺎء,ZYAY
ﮐﻮٹ,KOT
ﮐﻠﮏ,KLK
ﺗﻮﻗﻊ,TOKA
راﺳﺘہ,RASTH
ﮨﺎؤس,HAOS
ﮔﻴﻨﺪ,GYND
ﺣﻘﻴﻘﯽ,HKYKY
ﻣﺤﻮر,MHOR
ﻓﻠﻤﯽ,FLMY
ﭼﻮﮨﺪری,CHOHDRY
ﻧﺒﯽ,NBY
ﺣﺼﮯ,HSE
ﻣﻨﺪ,MND
ﺗﻮازن,TOAZN
ﻟﻴﻨﺎ,LYNA
ﮐﺎﺷﺖ,KASHT
اﻧﺼﺎف,ANSAF
ﻟﮕﺎﻧﮯ,LGANE
ﻣﺮﯾﻀﻮں,MRYZON
ﻣﺎﻟﮏ,MALK
ﺑﺪه,BDH
ﺑﺨﺶ,BKHSH
اﻟﺒﺘہ,ALBTH
ﻣﺨﺼﻮص,MKHSOS
ﯾﻘﻴﻨﯽ,YKYNY
دوﺳﺮوں,DOSRON
روﺷﻦ,ROSHN
ﺻﻮﺑﻮں,SOBON
ﻻﮐﻬﻮں,LAKHON
وڈﯾﻮ,ODYO
ڈرا,DRA
ﺑﺎﻻ,BALA
ﮐﻴﺠﺌﮯ,KYJYE
ﻻﺋﻦ,LAYN
وﻓﺪ,OFD
ﻋﺸﻖ,ASHK
ﻟﺤﺎظ,LHAZ
ﻟﮕﯽ,LGY
اﺗﻨﮯ,ATNE
اﺧﺘﻼف,AKHTLAF
ﺑﻨﮕﻠہ,BNGLH
ﻧﮑﺎل,NKAL
ﻗﺎﺑﻮ,KABO
ﺗﻌﺮﯾﻒ,TARYF
دﯾﮑﻬﺘﮯ,DYKHTE
ﭘﻨﺪرﮦ,PNDRH
ﺗﻴﺎری,TYARY
ﮐﺮاﻧﮯ,KRANE
ﺑﺴﻴﮟ,BSYN
ﺣﺎﻟﻴہ,HALYH
ﻗﺎﺑﻞ,KABL
ﻣﺤﺮوم,MHROM
اﺧﺒﺎر,AKHBAR
دﻋﻮت,DAOT
رﮐﻬﺘﯽ,RKHTY
ﺟﻴﺴﯽ,JYSY
ﻓﺮد,FRD
ﺑﺮی,BRY
درﯾﺎﻓﺖ,DRYAFT
ﺑﻴﻮی,BYOY
ﭘﻴﻨﮯ,PYNE
ﺷﮩﺮﯾﻮں,SHHRYON
ﻓﻠﺴﻄﻴﻨﯽ,FLSTYNY
ڈاٹ,DAT
ﻋﺮﺻﮯ,ARSE
وزﯾﺮاﻋﻠﯽ,OZYRAALY
اﮐﺜﺮﯾﺖ,AKSRYT
ﻓﻮرا,FORA
ﭘﭽﺎس,PCHAS
زﮨﺮﯾﻠﯽ,ZHRYLY
ﻋﻴﺪ,AYD
ﮐﺎﻣﻮں,KAMON
ﻣﻨﻈﺮ,MNZR
ﮐﻤﺎل,KMAL
ﻣﻨﮕﻞ,MNGL
درﺟہ,DRJH
ﻣﻌﻤﻮﻟﯽ,MAMOLY
ﺑﭧ,BT
ﮐﺮوں,KRON
ﻣﺬﮨﺐ,MZHB
ﺑﻬﺎری,BHARY
ﻣﺼﺎرف,MSARF
ﺧﻮاب,KHOAB
ﺧﻮف,KHOF
اﺳﺮاﺋﻴﻠﯽ,ASRAYYLY
ﺗﻴﺴﺮے,TYSRE
ﺷﻤﺎﻟﯽ,SHMALY
وﺟﻮد,OJOD
ﺑﻠﻮچ,BLOCH
ﻣﺤﺪود,MHDOD
ﻣﻌﺎﺷﻴﺎت,MAASHYAT
ﺣﺞ,HJ
اﻗﺘﺼﺎدی,AKTSADY
ﮐﻴﻦ,KYN
ﻣﻠﺘﺎ,MLTA
واﭘﺴﯽ,OAPSY
ﯾﺎر,YAR
ﺿﺮورﯾﺎت,ZRORYAT
ﻧﻈﻢ,NZM
ﺟﺪوﺟﮩﺪ,JDOJHD
ﺗﮑﻠﻴﻒ,TKLYF
اﻧﮉﯾﻦ,ANDYN
ﺁس,AAS
ﻣﻠﺰﻣﺎن,MLZMAN
ﺳﻤﺠﻬﺘﮯ,SMJHTE
ﺧﺎﻃﺮ,KHATR
ﺟﺬﺑﺎت,JZBAT
ﻣﺮاد,MRAD
ﺻﻼﺣﻴﺖ,SLAHYT
ﺧﻴﺮ,KHYR
ﻟﮩﺮﯾﮟ,LHRYN
دراﻧﺪازی,DRANDAZY
ﺑﻄﻮر,BTOR
اﺳﺘﺎد,ASTAD
ﻣﺠﺒﻮر,MJBOR
ﻣﺮﺗﺐ,MRTB
ﻧﺰدﯾﮏ,NZDYK
ﺑﻬﻮت,BHOT
ﮨﻮﻧﯽ,HONY
ﺑﺎﻗﺎﻋﺪﮦ,BAKAADH
ﺳﻴﻨﺌﺮ,SYNYR
ﺻﻨﻌﺘﯽ,SNATY
ﻣﺎرچ,MARCH
روک,ROK
ﭘﭽﻬﻠﮯ,PCHHLE
زراﻋﺖ,ZRAAT
ﺷﮩﻴﺪ,SHHYD
وڈ,OD
ﻣﺘﻌﻠﻘہ,MTALKH
ﺑﻞ,BL
رﯾﻠﻮے,RYLOE
ﻣﻨﮉی,MNDY
ﭘﮍ,PR
ﺁﮨﺴﺘہ,AAHSTH
داﺧﻠہ,DAKHLH
ﻓﻴﮉرﯾﺸﻦ,FYDRYSHN
ﭼﺎﮨﺘﯽ,CHAHTY
درﺁﻣﺪ,DRAAMD
ﻏﺪار,GHDAR
ﻣﻘﺮر,MKRR
اﻣﺮاض,AMRAZ
دهﻤﺎﮐﮯ,DHMAKE
ﻧﺴﻞ,NSL
ﻏﺮﺑﺖ,GHRBT
ﮨﻤﺮاﮦ,HMRAH
ارﺷﺎد,ARSHAD
ﺧﻄﺮﮦ,KHTRH
ﻣﺨﺎﻟﻔﺖ,MKHALFT
ﺑﻴﻤہ,BYMH
زﻣﺎﻧﮯ,ZMANE
ﻣﺮزا,MRZA
ﺁﻣﺪ,AAMD
ﻏﺰل,GHZL
رﺷﻴﺪ,RSHYD
ﮨﻤہ ﺟﮩﺖ,HMH JHT
دﻓﺎع,DFAA
واﺣﺪ,OAHD
ﺑﺪل,BDL
ﺷﺎﻧﺪار,SHANDAR
ﺷﻮق,SHOK
ﮔﻴﺎرﮦ,GYARH
ﻗﺪرﺗﯽ,KDRTY
ﮨﺎﺋﯽ,HAYY
ﺁﮔﺎﮦ,AAGAH
ﺷﻴﺮ,SHYR
ﮔﺰر,GZR
اﻧﻮر,ANOR
ﺑﺮداﺷﺖ,BRDASHT
ﺟﺴﻤﺎﻧﯽ,JSMANY
ﻣﻮﺛﺮ,MOSR
ﻧﺪﯾﻢ,NDYM
اﻧﭩﺮﻧﻴﭧ,ANTRNYT
روزاﻧہ,ROZANH
ﭘﺎ,PA
ﻣﻌﺎﻣﻠہ,MAAMLH
ﻓﺎروق,FAROK
رﻓﺘﺎر,RFTAR
ﻣﻠﻮث,MLOS
ﺑﮩﺘﺮی,BHTRY
ﻓﻠﻤﻴﮟ,FLMYN
ﻗﺎﺿﯽ,KAZY
اﯾﺮاﻧﯽ,AYRANY
روزﮔﺎر,ROZGAR
ﺳﻮﯾﮉش,SOYDSH
ﺳﮍک,SRK
ﻓﺮاﺋﺾ,FRAYZ
ﻧﻈﺮﯾہ,NZRYH
ﺣﮑﻤﺖ,HKMT
ﻓﻨﮉ,FND
اﻓﺴﺮ,AFSR
ﻣﻴﭩﺮ,MYTR
ﻣﺴﭩﺮ,MSTR
ﻋﻤﺎرت,AMART
